,Tweets
782,RT @imiskandaridris: Bestnya tengok semua post first media 2021...🥲🥲🥲
783,RT @axkfpe: muka taksiap lagi ni..huaa first media sementara confident 😭insecure nanti delete hshs https://t.co/9zMu2MZQcl
784,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
785,RT @imiskandaridris: Bestnya tengok semua post first media 2021...🥲🥲🥲
786,Bestnya tengok semua post first media 2021...🥲🥲🥲
787,RT @axkfpe: muka taksiap lagi ni..huaa first media sementara confident 😭insecure nanti delete hshs https://t.co/9zMu2MZQcl
788,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
789,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
790,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
791,muka taksiap lagi ni..huaa first media sementara confident 😭insecure nanti delete hshs https://t.co/9zMu2MZQcl
792,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
793,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
794,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
795,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
796,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
797,@uchi2721 nah 2😭😭 untungnya first media lancar:')
798,"@FirstMediaCares Baik. Kami tunggu 1x24 jam dari jam 17:52 di DM terakhir Anda, kalo memang belum juga diaktifkan,… https://t.co/VZBmOJyqaa"
799,@andreasadiel Selamat malam First People. Terima kasih atas informasinya. Untuk jadwal kedatangan teknisi apakah in… https://t.co/f3uo8gCIA3
800,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
801,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
802,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
803,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
804,@shiexryujin indihome first media ato mnc
805,First media udah mulai PR :)
806,@AgungHARI_AHS Hi First People. Mhn maaf atas ketidaknyamanannya dan terima kasih tlh berlangganan First Media. Inf… https://t.co/cYRoVyz1cE
807,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
808,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
809,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
810,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
811,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
812,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
813,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
814,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
815,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
816,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
817,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
818,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
819,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
820,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
821,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
822,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
823,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
824,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
825,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
826,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
827,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
828,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
829,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
830,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
831,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
832,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
833,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
834,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
835,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
836,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
837,"@Jonahjeco.  Hi First People, terima kasih telah berlangganan First Media. Tks ^mtq"
838,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
839,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
840,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
841,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
842,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
843,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
844,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
845,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
846,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
847,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
848,Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
849,"@hartonochan86.  Selamat Malam First People, mohon maaf atas ketidaknyamanan, kami cek layanan First Media di area… https://t.co/aqqWjMKiAK"
850,@firstmedia2020 halo selamat malam. Boleh liay pricelist first media untuk jakarta selatan? Trims
851,"@littleozliv.  Hi First People, terima kasih telah berlangganan First Media. Tks ^mtq"
852,"@faizalmfi HI First People, untuk informasi promo berlangganan baru First Media bisa kunjungi di website https://t.co/p6ay4IoDU8 . Tks ^RQ"
853,"@FirstMediaCares hallo First Media,sy pemilik ID : 11092135,sdh seminggu ini jaringan di tmpt sy sring error,kadang… https://t.co/y0z18O1C10"
854,@bayunasa Hi FIRST people. Silakan digunakan kembali aksesnya. terima kasih kembali sudah berlangganan First media . ^Fuj
855,"@florrrent Hi First People, informasi tambahannya akan kami sampaikan ke bagian terkait. Mohon ditunggu kedatangan… https://t.co/qWQldnXokD"
856,@Axel31913697 Hi First People. Terimakasih atas informasinya. Terimakasih telah berlangganan First Media. Tks ^ang
857,"@FirstMediaCares halo min first media, mau nanya kalo telat membayar tagihan untuk internet dan TV cable Ada dendan… https://t.co/rCwYHaGZOY"
858,First media kenapa gangguan melulu ya...
859,"RT @BKIPMMakassar: Pengujian EHP dan IHHNV pada tahapan proses persiapan master mix first PCR dan nested PCR, proses amplifikasi pada mesin…"
860,"RT @BKIPMMakassar: 02/01/2021:
Pengujian TSV, YHV/GAV, IMNV pd tahap persiapan master mix first PCR dan nested PCR, amplifikasi di mesin PC…"
861,First Media giliran di complain udah bener lagi wifinya. Hadee tau gitu complain dari tadi Pagi🥵
862,@FirstMediaCares Karna ini adalah kondite dari pelayanan first media maka tolong di tindak lanjuti
863,"@bobohoo90 Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
864,"4 bulan pake First Media di Bintaro Jaya, so far gak pernah ada masalah apa-apa. Gak pernah down, error dan speed selalu stabil &gt;35mbps 😌🤔"
865,@apipkamil Hi First People. Mohon maaf atas kendala yg dialami. Saat ini sedang terjadi kendala jaringan di area se… https://t.co/kcztPC1dau
866,"@ronaldoluist.  Hi First People, terima kasih telah berlangganan First Media. Tks ^mtq"
867,@riushine aku udah pernah pake indi dan bikin emosi juga trus ganti first media ternyata ga beda jauh 🙃
868,culture paling sampah kalangan ds malaysia ni adalah lagak innocent mereka. berpuluh puluh dekat media gambar juboq… https://t.co/4ZnBWZuUAv
869,wifi yang oke apa sih? udah ga kuat banget pake first media jaringannya... *sigh*
870,@almirazhf Selamat sore FIRST people. Mohon maaf atas ketidaknyamanan yang dialami. Mengenai kendalannya kami sudah… https://t.co/Gvus2eKZbr
871,"@duscae047.  Hi First People, terima kasih telah berlangganan First Media. Tks ^mtq"
872,"@FirstMediaCares selamat sore ,saya pelanggan first media mau follow up masalah connect wifi saya sudah 5 hari ga c… https://t.co/lCC9foFH7I"
873,"Woyy gila biznet mantep banget, bokap gue kek bilang pasang skrg aja grgr gakuat gt kann first media lemot terusss… https://t.co/RTDxDD5gXJ"
874,-cak review yang rumahnya pake wifii biznet dong? Apakah recomend ya? Dirumahku pke first media mau ganti biznet. M… https://t.co/aNCG8ouXhb
875,"@88Tjetjep Hi First People, terima kasih atas konfirmasinya dan selamat menggunakan kembali layanan First Media. ^RQ"
876,"@FirstMediaCares @synergya_ Terima kasih First Media, internet/ wifi sdh bisa connected ke PC &amp; Laptop tks👍🙏"
877,"dua tiga ayam penyet
first media mnyetttt

HHHHHH"
878,"I ada satu habit. Bila masuk tahun baru, I akan rekod certain things contohnya
1. Siapa org first yg akan call/ I c… https://t.co/euFUr6TrLR"
879,"First media lagi adaa masalah apaasiii
sinii ceritaa"
880,"@pppaanttek Hi First People, baik untuk teknisi sudah dijadwalkan tgl 03-01-2021. Mohon ditunggu kedatangan teknisi First Media. Tks ^RQ"
881,"RT @Beritasatu: Hi guys! Untuk kamu yang lagi cari beasiswa, UPH bekerja sama dengan Berita Satu dan PT. Link Net, tbk (First Media)  bagi-…"
882,"02/01/2021:
Pengujian TSV, YHV/GAV, IMNV pd tahap persiapan master mix first PCR dan nested PCR, amplifikasi di mes… https://t.co/5dynSEDZUn"
883,"@tunggulwicak Hi First People. Baik, kami akan senantiasa membantu. Bisa kunjungi https://t.co/h46Z2K7k7Z terkait b… https://t.co/jlbNOzqC1H"
884,"RT @aMaLsUy: Kenapa mainstream media tak sebut pun KENAPA Syed Saddiq kena buat crowd funding in the first place?

Sebab kerajaan PN GAGAL…"
885,nak drop first media tapi macam insekiyor
886,first media ini gangguan terus dari kemarin:(( jika ada perbaikan oleh teknisi apakah hari senin 3 januari bisa? 11175562 @FirstMediaCares
887,"Hi guys! Untuk kamu yang lagi cari beasiswa, UPH bekerja sama dengan Berita Satu dan PT. Link Net, tbk (First Media… https://t.co/wPEr1HZsOZ"
888,"Alhamdulillah
Al Ameer Media team member ""Abu Quhafa Bukhari"" got the first position in the speech competition, whi… https://t.co/TXQMT1L8PR"
889,@diktrimartini Kok pada pake first media sih? Kan udah lama banyan yg komplain
890,"@denugrohopu . Selamat Siang First People. Terima kasih telah 
berlangganan layanan First Media dan mohon maaf 
ata… https://t.co/YeQ7TE2xv5"
891,@najib_im Hi First People. Mohon maaf atas kendala yg dialami. Saat ini sedang terjadi kendala jaringan di area sek… https://t.co/5Wyt4tuRgg
892,"@grwngpvins Selamat siang First People. Baik, terima kasih ya sdh berlangganan First Media dan mhn maaf utk ketidak… https://t.co/eb8pQUEOrd"
893,@FirstMediaCares Tolong ya First Media saya dengan nomor pelanggan 10698289 dari tadi pagi jaringanya tidak stabil… https://t.co/Qxln536ZjZ
894,"RT @aMaLsUy: Kenapa mainstream media tak sebut pun KENAPA Syed Saddiq kena buat crowd funding in the first place?

Sebab kerajaan PN GAGAL…"
895,"@Rafimuhammadp1 Hi First People. Baik, terima kasih ya Bapak Rafi sdh berlangganan First Media dan mhn maaf utk ket… https://t.co/Ii3e2NpYUk"
896,@Rafimuhammadp1 Selamat siang First People. Perihal prosedur pemutusan berlangganan First Media selambatnya 14 hari… https://t.co/fkK3DKyQxQ
897,6 Cara Berhenti Berlangganan First Media Dari Rumah 2021: Belum tahu cara berhenti berlangganan First Media? Jika d… https://t.co/5uDNmhag3u
898,"@marseliaselly Selamat siang First People. Baik, mohon maaf atas kendalanya ya. Kami akan senantiasa membantu. Bisa… https://t.co/m3kwMEKwCc"
899,@genienasya Hi First People. Terima kasih telah berlangganan layanan First Media dan mohon maaf atas ketidaknyamana… https://t.co/Hgy3MU6dgT
900,"@RSidabutars Selamat Siang First People, kami cek layanan First Media di area terindikasi gangguan jaringan dan tel… https://t.co/RmIDgv9To6"
901,Parah nih first media hobi banget error
902,"@FirstMediaCares Halo First Media Indonesia, ini Internetnya gak nyalanya mau sampe kapan yah kak???"
903,"@Fredy45035939  Selamat Siang First People, mhn maaf atas ketidaknyamanan ya. Saat ini area sdg mengalami perbaikan… https://t.co/vFOR3HiQ3t"
904,@HOCAGEY yg bermasalah first media...
905,"@clairdeluna__ Hi First People. Baik, mohon maaf atas kendalanya ya. Kami akan senantiasa membantu. Bisa kunjungi… https://t.co/dICoAPv8G6"
906,"@lxsysxl Hi First People, mohon maaf untuk slot kunjungan teknisi hari ini sudah penuh, sehingga yg tersedia besok… https://t.co/fq4B1NOrTW"
907,"@Deny43598203 Hi First People. Baik, terima kasih ya sdh berlangganan First Media dan mhn maaf utk ketidaknyamanan sblmnya. Salam. ^gkh"
908,first media knp sih
909,"@sarahabiibah Hi First People. Mohon maaf, kami cek alamat tsb belum tercover jaringan First Media. Terima kasih at… https://t.co/CZuR9qV6aQ"
910,@mmanasviini_ Selamat pagi First People. Kami bantu cek pertanggal 10/31/2020 10:48 AM ada persetujuan utk upgrade… https://t.co/baboIMkhou
911,"@benitoraa . Hi First People. Terima kasih telah 
berlangganan layanan First Media dan mohon maaf 
atas ketidaknyamanan sebelumnya. Tks ^6IB"
912,"RT @aMaLsUy: Kenapa mainstream media tak sebut pun KENAPA Syed Saddiq kena buat crowd funding in the first place?

Sebab kerajaan PN GAGAL…"
913,"@fauzansetya Hi First People. Baik, terima kasih telah berlangganan First Media. ^ita"
914,"@fxywan .  Hi First People. Terima kasih telah 
berlangganan layanan First Media dan mohon maaf 
atas ketidaknyamanan sebelumnya. Tks ^6IB"
915,"@Minami14R  HI First People. Mohon maaf atas ketidaknyamannya, mohon menunggu kedatangan teknisi kami ya. Terima ka… https://t.co/MZ9prfOwNS"
916,"@FirstMediaCares Nggak ngerti, apakah bisa setting dari server first media saja?"
917,"RT @aMaLsUy: Kenapa mainstream media tak sebut pun KENAPA Syed Saddiq kena buat crowd funding in the first place?

Sebab kerajaan PN GAGAL…"
918,"Pengguna first media kaya gw lama2 gondok dah kebanyakan maintenace. 
Kesiaan emak bapa gw hm.
Mau ganti mainnya udah tahunan 🙄"
919,"@MizrahJilani First of all ye burj khalifa nhi 
Or dusri bat Pakistani media ko Pakistani psnd nhi krty
Mgr Quaid e… https://t.co/hL25i4jYY8"
920,"@synergya_  HI First People. Mohon maaf atas ketidaknyamannya. Terima kasih sdh berlangganan First Media, kami akan… https://t.co/890QmOYsgV"
921,"@ieafeiyaz HI First People, mhn maaf atas ketidaknyamanan ya. Saat ini area sdg mengalami perbaikan jaringan First… https://t.co/Q4HRpyISk5"
922,@FirstMediaCares gimana ini dari semalem internet &amp; tv gabisa?? Saya sudah telpon katanya daerah saya lagi ada gang… https://t.co/nEvyMwivdB
923,"Aku just hope 2021 ni, all above 5k followers think first before tweet sesuatu berita yang belum validate fully. Es… https://t.co/3ls468a6r5"
924,"@FirstMediaCares Dan tadi petugas dari cbn bilang bahwa kabelnya persis dgn yg saya punya tertempel dirumah saya, i… https://t.co/dDDRd2Zsn6"
925,"First media msh trouble kah di leptop?

apa cuman aku doank yg eror, udh pake chrome, mozila n vivaldi tetep stuck… https://t.co/TghvnTds0k"
926,"Petugas CBN blg bahwa ini kabel first media, saya minta tlg @FirstMediaCares utk dtgkan petugas teknisi infrastrukt… https://t.co/lx2xbdZxHj"
927,"@seulgireum Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
928,"@mamaciaaa Bayar first media, token listrik, iuran asuransi dll semangat ya bunddd"
929,"Melek melek Bangun tidur :

Mandi ❌
Gosok gigi ❌
Membersihkan tempat tidur ❌

Komplen first media ✅"
930,"@FirstMediaCares ka tolong bantu cek dong, kenapa pake wifi first media ga bisa akses ke chrome? ini udah sekitar 3-4 harian"
931,"@FirstMediaCares Selamat pagi First Media, sya pelanggan 11615832 ada gangguan internet / wifi tidak bisa conect ke… https://t.co/XHrnjv2hof"
932,"@RVMVP_ Hi First People. Baik, mohon maaf atas kendalanya ya. Kami akan senantiasa membantu. Bisa kunjungi… https://t.co/bVKVXPvR3T"
933,"@emojiroses Hi First People. Baik, mohon maaf atas kendalanya ya. Kami akan senantiasa membantu. Bisa kunjungi… https://t.co/fGNMBxy2Ql"
